"Region","CellType","GWAS","Beta","P","P.adj.fdr"
"amy","Excit.1.2","addxn.SmkCes",0.042495,0.0033443,0.011438351758794
"amy","Excit.2.2","addxn.SmkCes",0.049803,0.065736,0.105296244131455
"amy","Excit.3.2","addxn.SmkCes",0.059911,0.0055744,0.0165528034934498
"amy","Inhib.1.4","addxn.SmkCes",0.034713,0.02567,0.0532182926829268
"amy","Inhib.2.4","addxn.SmkCes",0.028719,0.070491,0.110958055555556
"amy","Inhib.3.3","addxn.SmkCes",0.014998,0.28388,0.328855877342419
"amy","Inhib.4.3","addxn.SmkCes",0.048206,0.077534,0.119283076923077
"amy","Inhib.5.2","addxn.SmkCes",0.05391,0.0056587,0.016657645021645
"amy","Micro.4","addxn.SmkCes",-0.0015239,0.51995,0.548164341085271
"amy","OPC.4","addxn.SmkCes",0.034065,0.0938,0.138660869565217
"amy","Oligo.4","addxn.SmkCes",0.035396,0.10692,0.152793291404612
